Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Humani'trail 2019,Trail Du Grand-Bharal,"Le trail des neiges éternelles via le Glacier des Diablerets
Description in English
The eternal snow trail with a crossing on the Diablerets Glacier",300,2 March 2019,18 September 2019,CHF 75.-,https://www.mso-chrono.ch/fr/2018/979-humani-trail#widget-979,21 September 2019,06:00,Ormont-Dessus,Les Diablerets,57.3km,4820m,4810m,5,13:30,http://www.humanitrail.com,,/orga_pic/logo_med542.png,https://itra.run/orga_pic/p_1954_1.png,https://itra.run/calend.php?ide=542&mode=getEvt&id=542&annee=2019&idc=1954
Humani'trail 2019,Trail Du Rhino,"Le ""mur"" de la Palette en plat principal et le triptyque La Chaux-Seron-Para comme dessert.
Description in English
The ""wall"" of Palette as a main dish and the triptych La Chaux-Seron-Para for the dessert",600,2 March 2019,18 September 2019,CHF 59.-,http://www.mso-chrono.ch,21 September 2019,10:00,Ormont-Dessus,Les Diablerets,26.2km,1850m,1850m,2,07:30,http://www.humanitrail.com,,/orga_pic/logo_med542.png,https://itra.run/orga_pic/p_2284_1.png,https://itra.run/calend.php?ide=542&mode=getEvt&id=542&annee=2019&idc=2284
Humani'trail 2019,Trail Du Panda Roux,"Entre lac alpin, rivière sauvage et cascade, une découverte parfaite de la la discipline avec toutes les facettes du trail
Description in English
Between alpine lakes, rivers and waterfall, the perfect discovery with all facets of trail-running",500,28 February 2019,18 September 2019,CHF 40.-,http://www.mso-chrono.ch,21 September 2019,12:00,Ormont-Dessus,Les Diablerets,17.1km,840m,830m,2,06:00,http://www.humanitrail.com,https://tracedetrail.fr/en/trace/itra/80103,/orga_pic/logo_med542.png,https://itra.run/orga_pic/p_4252_1.png,https://itra.run/calend.php?ide=542&mode=getEvt&id=542&annee=2019&idc=4252
Kranjska Gora Trail Run 2019,Ultra Sky Trail,"Odkrijte čudovit alpski svet in raziščite še neodkrite kotičke v okolici Kranjske Gore.Kranjska Gora z okolico ponuja vse tisto, kar trail tek predstavlja – gorske poti, kjer se prepletajo lažji in bolj tekaški tereni, vmes pa nas preseneti tudi kakšen bolj tehničen predel. Med gorami se vijejo mnoge alpske doline, ki jih boste prav tako lahko izkusili na Kranjska Gora trail teku.Za tiste bolj izkušene tekače predstavljamo 30 ali 60-kilometrsko traso, ki vas ne bo pustila ravnodušnih. Včasih boste brez sape ostali zaradi težkega terena, spet drugič zaradi čudovitih razgledov. Vsi tisti, ki se s trail tekom bolj šele spoznavate, pa boste lahko uživali na 10 ali 15-kilometrski trasi, kjer bodo tereni manj tehnično zahtevni, vendar bodo vseeno ponudili nekaj tistega, kar mnoge popelje iz ceste v trail tek.
Description in English
Discover the magnificent world of high mountains in the Alps and explore hidden gems around Kranjska Gora.The city of Kranjska Gora and its surroundings offer everything that trail running stands for – mountain paths, where easy and runnable terrains intertwine and sometimes surprise you with more technical ones. But not only that – you’ll also be able to experience many stunning alpine valleys during your run at Kranjska Gora Trail.We offer 30 and 60 km distances for more experienced runners, which for sure won’t leave you indifferent. Sometimes your breath will be taken due to tough terrain, and another time due to stunning views. All those still getting to know trail running, will be able to enjoy the 10 and 15 km races, where terrains are less difficult, but still offer a pinch of what makes people fall in love with trail running.",400,15 January 2019,6 September 2019,60 EUR,https://en.trailrun.si/registration/,21 September 2019,07:00,Kranjska,Slovénie,56.6km,3220m,3220m,6,15:00,https://en.trailrun.si,https://tracedetrail.fr/en/trace/itra/80557,,https://itra.run/orga_pic/p_18649_1.jpg,https://itra.run/calend.php?ide=7349&mode=getEvt&id=7349&annee=2019&idc=18649
Kranjska Gora Trail Run 2019,Sky Trail,"Odkrijte čudovit alpski svet in raziščite še neodkrite kotičke v okolici Kranjske Gore.Kranjska Gora z okolico ponuja vse tisto, kar trail tek predstavlja – gorske poti, kjer se prepletajo lažji in bolj tekaški tereni, vmes pa nas preseneti tudi kakšen bolj tehničen predel. Med gorami se vijejo mnoge alpske doline, ki jih boste prav tako lahko izkusili na Kranjska Gora trail teku.Za tiste bolj izkušene tekače predstavljamo 30 ali 60-kilometrsko traso, ki vas ne bo pustila ravnodušnih. Včasih boste brez sape ostali zaradi težkega terena, spet drugič zaradi čudovitih razgledov. Vsi tisti, ki se s trail tekom bolj šele spoznavate, pa boste lahko uživali na 10 ali 15-kilometrski trasi, kjer bodo tereni manj tehnično zahtevni, vendar bodo vseeno ponudili nekaj tistega, kar mnoge popelje iz ceste v trail tek.
Description in English
Discover the magnificent world of high mountains in the Alps and explore hidden gems around Kranjska Gora.The city of Kranjska Gora and its surroundings offer everything that trail running stands for – mountain paths, where easy and runnable terrains intertwine and sometimes surprise you with more technical ones. But not only that – you’ll also be able to experience many stunning alpine valleys during your run at Kranjska Gora Trail.We offer 30 and 60 km distances for more experienced runners, which for sure won’t leave you indifferent. Sometimes your breath will be taken due to tough terrain, and another time due to stunning views. All those still getting to know trail running, will be able to enjoy the 10 and 15 km races, where terrains are less difficult, but still offer a pinch of what makes people fall in love with trail running.",400,15 January 2018,6 September 2019,40 EUR,https://en.trailrun.si/registration/,21 September 2019,08:00,Kranjska,Slovénie,34km,1770m,1770m,3,08:00,https://en.trailrun.si,https://tracedetrail.fr/en/trace/itra/80556,,https://itra.run/orga_pic/p_18647_1.jpg,https://itra.run/calend.php?ide=7349&mode=getEvt&id=7349&annee=2019&idc=18647
Lg Trail - Lausanne Genève 2019,120Km,"LG Trail c'est le trail de Lausanne à Genève en Suisse. Imaginez le décor : sentier côtier du lac Léman, rivières secrètes, vignes de la Côte, forêts sauvages, combes et alpages verdoyants, crêtes du Jura avec en toile de fond les Alpes et le Mont-Blanc
Description in English
LG Trail is the trail running race between Lausanne and Geneva in Switzerland. Imagine the trip : riverbanks of the Lake Geneva, secret rivers, wild dense forests, green alpine pastures, Jura crests with a premium view on the Alps and the Mont-Blanc",400,20 December 2018,21 September 2019,"100 CHF jusqu'au 31 janvier 2019
125 CHF jusqu'au 30 juin 2019
150 CHF à partir du 1er juillet 2019",https://www.mso-chrono.ch/fr/2019/1164-lg-trail-lausanne-geneve,21 September 2019,01:30,Lausanne,Suisse,118.1km,3950m,3950m,12,23:00,http://www.lgtrail.com/,https://tracedetrail.fr/en/trace/itra/76038,/orga_pic/logo_med4081.png,https://itra.run/orga_pic/p_17531_2.jpg,https://itra.run/calend.php?ide=4081&mode=getEvt&id=4081&annee=2019&idc=17531
Lg Trail - Lausanne Genève 2019,Lg Relais 2 - 1Er Relais,"LG Trail c'est le le trail de Lausanne à Genève en Suisse. Imaginez le décor : sentier côtier du lac Léman, rivières secrètes, vignes de la Côte, forêts sauvages, combes et alpages verdoyants, crêtes du Jura avec en toile de fond les Alpes et le Mont-Blanc.
Description in English
LG Trail is the trail running race between Lausanne and Geneva in Switzerland. Imagine the trip : riverbanks of the Lake Geneva, secret rivers, wild dense forests, green alpine pastures, Jura crests with a premium view on the Alps and the Mont-Blanc.",100,20 December 2018,21 September 2019,"150 CHF jusqu'au 31 janvier 2019
175 CHF jusqu'au 30 juin 2019
200 CHF à partir du 1er juillet",https://www.mso-chrono.ch/fr/2019/1164-lg-trail-lausanne-geneve,21 September 2019,01:30,Lausanne,Suisse,65.3km,2370m,1700m,5,23:00,http://www.lgtrail.com/,https://tracedetrail.fr/en/trace/itra/76151,/orga_pic/logo_med4081.png,https://itra.run/orga_pic/p_17535_3.jpg,https://itra.run/calend.php?ide=4081&mode=getEvt&id=4081&annee=2019&idc=17535
Lg Trail - Lausanne Genève 2019,52 Km,"LG Trail c'est le le trail de Lausanne à Genève en Suisse. Imaginez le décor : sentier côtier du lac Léman, rivières secrètes, vignes de la Côte, forêts sauvages, combes et alpages verdoyants, crêtes du Jura avec en toile de fond les Alpes et le Mont-Blanc. La LG Half vous permet de grimper directement sur les crêtes en direction du point culminant de la course avant une descente vertigineuse pour attaquer la magnifique plaine et le fameux bijou du sentier de la Versoix. L'arrivée se fera à Genève au bord du lac Léman dans une ambiance de folie.
Description in English
LG Trail is the trail running race between Lausanne and Geneva in Switzerland. Imagine the trip : riverbanks of the Lake Geneva, secret rivers, wild dense forests, green alpine pastures, Jura crests with a premium view on the Alps and the Mont-Blanc. LG Half lets you climb directly the crests to la Dôle before a crazy downhill and the Geneva countryside with the jewel in between, the Versoix river. The arrival is along the lake in Geneva in front of the big fountain in a really good fun atmosphere.",300,20 December 2018,21 September 2019,"60 CHF avant le 31 janvier 2018
80 CHF avant le 30 juin 2018
100 CHF à partir du 1er juillet 2018",https://www.mso-chrono.ch/fr/2019/1164-lg-trail-lausanne-geneve,21 September 2019,08:00,Saint-Cergue,Suisse,52.6km,1600m,2270m,6,10:00,http://www.lgtrail.com/,https://tracedetrail.fr/en/trace/itra/76149,/orga_pic/logo_med4081.png,https://itra.run/orga_pic/p_13507_1.jpg,https://itra.run/calend.php?ide=4081&mode=getEvt&id=4081&annee=2019&idc=13507
Lg Trail - Lausanne Genève 2019,Lg Relais 2 - 2Ème Relais,"LG Trail c'est le le trail de Lausanne à Genève en Suisse. Imaginez le décor : sentier côtier du lac Léman, rivières secrètes, vignes de la Côte, forêts sauvages, combes et alpages verdoyants, crêtes du Jura avec en toile de fond les Alpes et le Mont-Blanc.
Description in English
LG Trail is the trail running race between Lausanne and Geneva in Switzerland. Imagine the trip : riverbanks of the Lake Geneva, secret rivers, wild dense forests, green alpine pastures, Jura crests with a premium view on the Alps and the Mont-Blanc.",100,20 December 2018,21 September 2019,"150 CHF jusqu'au 31 janvier 2019
175 CHF jusqu'au 30 juin 2019
200 CHF à partir du 1er juillet 2019",https://www.mso-chrono.ch/fr/2019/1164-lg-trail-lausanne-geneve,21 September 2019,01:30,Saint-Cergue,Suisse,52.6km,1600m,2270m,6,23:00,http://www.lgtrail.com/,https://tracedetrail.fr/en/trace/itra/76150,/orga_pic/logo_med4081.png,https://itra.run/orga_pic/p_17533_1.jpg,https://itra.run/calend.php?ide=4081&mode=getEvt&id=4081&annee=2019&idc=17533
Noraftrail 2019,Noraftrail 3 X Mogielica,"Bieg gorski w Beskidzie Wyspowym 3 x wejście na szczyt Mogielicy z różnej strony
Description in English
Mountain race in Beskid Wyspowy 3 times to the top of Mogielica",200,6 December 2018,15 September 2019,"01.01.2019 - 31.06.2019 - 90 pln

01.07.2019 - 15.09.2019 - 110 pln",http://www.stoper.pro/zawody/opis/id/24,21 September 2019,10:30,Zalesie,Pologne,26.6km,1260m,1260m,1,05:00,http://www.noraftrail.pl,https://tracedetrail.fr/en/trace/itra/77249,,https://itra.run/orga_pic/p_17749_1.jpg,https://itra.run/calend.php?ide=7097&mode=getEvt&id=7097&annee=2019&idc=17749
Noraftrail 2019,Noraftrail 26,"Bieg gรณrski w Beskidzie Wyspowym na trasie 26 km
Description in English
Mountain race in beskid wyspowy 26 km",,6 December 2018,15 September 2019,"01.01.2019 - 31.06.2019 - 90 pln

01.07.2019 - 15.09.2019 - 110 pln",http://www.stoper.pro/zawody/opis/id/24,21 September 2019,10:30,Zalesie,Pologne,26km,750m,750m,1,04:00,http://www.noraftrail.pl,https://tracedetrail.fr/en/trace/itra/77250,,https://itra.run/orga_pic/p_17747_4.jpg,https://itra.run/calend.php?ide=7097&mode=getEvt&id=7097&annee=2019&idc=17747
Sangre De Cristo Ultras 2019,Sangre De Cristo 100-Mile,,300,1 December 2018,18 September 2019,"December 1, 2018 – December 3, 2018: $200
December 4, 2018 – June 30, 2019: $225
July 1, 2019 – September 17, 2019: $250
Race Day: $260 CASH ONLY (No Shirts, & Awards by limited availability only)",http://ultrasignup.com/register.aspx?did=62277,21 September 2019,04:00,Westcliffe,Etats-Unis,168.2km,5910m,5910m,13,36:00,http://humanpotentialrunning.com/sangre-de-cristo/,https://tracedetrail.fr/en/trace/itra/73031,,,https://itra.run/calend.php?ide=5531&mode=getEvt&id=5531&annee=2019&idc=16791
Sangre De Cristo Ultras 2019,100K,,300,1 December 2018,18 September 2019,"December 1, 2018 – December 3, 2018: $140
December 4, 2018 – June 30, 2019: $160
July 1, 2019 – September 17, 2019: $175
Race Day: $180 CASH ONLY (No Shirts, & Awards by limited availability only)",http://ultrasignup.com/register.aspx?did=62277,21 September 2019,06:00,westcliffe,Etats-Unis,98.1km,3640m,3640m,7,24:00,http://humanpotentialrunning.com/sangre-de-cristo/,https://tracedetrail.fr/en/trace/itra/73032,,,https://itra.run/calend.php?ide=5531&mode=getEvt&id=5531&annee=2019&idc=13159
Sangre De Cristo Ultras 2019,50 Mile,,300,1 December 2018,18 September 2019,"March 1, 2018 – June 30, 2018: $100
December 4, 2018 – June 30, 2019: $120
July 1, 2019 – September 17, 2019: $130
Race Day: $140 CASH ONLY (No Shirts, & Awards by limited availability only)",http://ultrasignup.com/register.aspx?did=62277,21 September 2019,06:00,Westcliffe,Etats-Unis,79.9km,3040m,3040m,5,20:00,http://humanpotentialrunning.com/sangre-de-cristo/,https://tracedetrail.fr/en/trace/itra/73033,,,https://itra.run/calend.php?ide=5531&mode=getEvt&id=5531&annee=2019&idc=13161
Sangre De Cristo Ultras 2019,50K,,300,1 December 2018,18 September 2019,"December 1, 2018 – December 3, 2018: $80
December 4, 2018 – June 30, 2019: $100
July 1, 2018 – September 17, 2019: $110
Race Day: $120 CASH ONLY (No Shirts, & Awards by limited availability only)",http://ultrasignup.com/register.aspx?did=62277,21 September 2019,06:00,Westcliffe,Etats-Unis,49.6km,2070m,2070m,3,16:00,http://humanpotentialrunning.com/sangre-de-cristo/,https://tracedetrail.fr/en/trace/itra/73034,,,https://itra.run/calend.php?ide=5531&mode=getEvt&id=5531&annee=2019&idc=13163
Trail Tana Quest 2019,Grand Trail 64 Km,,250,30 March 2019,19 September 2019,,,21 September 2019,07:30,Flagnac,France,65.1km,3010m,3010m,4,12:00,http://www.tanaquest.fr,https://tracedetrail.fr/en/trace/itra/71626,/orga_pic/logo_med2161.png,https://itra.run/orga_pic/p_4222_1.png,https://itra.run/calend.php?ide=2161&mode=getEvt&id=2161&annee=2019&idc=4222
Trail Tana Quest 2019,Trail 34 Km,,,30 March 2019,19 September 2019,,,21 September 2019,13:30,Conques,France,34.7km,1530m,1600m,2,06:00,http://www.tanaquest.fr,https://tracedetrail.fr/en/trace/itra/71637,/orga_pic/logo_med2161.png,https://itra.run/orga_pic/p_4381_1.png,https://itra.run/calend.php?ide=2161&mode=getEvt&id=2161&annee=2019&idc=4381
Trails Du Sancy Mt-Dore/csse D'epargne Al 2019,Grand Trail Du Sancy 60 Km,,700,31 March 2019,,49 âŹ avec repas,http://orga.xttr63.com/organisations/trail-estival-sancy-mont-dore/trail-sancy-inscriptions,22 September 2019,05:30,Le,France,61.6km,3300m,3300m,3,11:00,http://xttr63.com,,,https://itra.run/orga_pic/p_105_2.jpg,https://itra.run/calend.php?ide=1586&mode=getEvt&id=1586&annee=2019&idc=105
Trails Du Sancy Mt-Dore/csse D'epargne Al 2019,Trail Du Sancy 33 Km,"Le Trail par excellence, distance, dénivelé...pour découvrir un peu plus le Massif du Sancy, traverser la Vallée glaciaire de Chaudefour pour y voir la Dent de la Rancune ou la Crête de Coq…et repartir sur les arêtes du Massif du Sancy avant l’ascension du point culminant, le Puy de Sancy (1886 m)… La descente se fera cette année par LES PISTES DE SKITrail idéal pour s’étalonner, pour préparer les grands rendez-vous, ou simplement se faire plaisir.",1050,31 March 2019,,36 € avec repas,http://orga.xttr63.com/organisations/trail-estival-sancy-mont-dore/trail-sancy-inscriptions,21 September 2019,10:30,Le,France,33.8km,1980m,1980m,1,08:00,http://xttr63.com,https://tracedetrail.fr/en/trace/itra/72614,,https://itra.run/orga_pic/p_2240_2.jpg,https://itra.run/calend.php?ide=1586&mode=getEvt&id=1586&annee=2019&idc=2240
Ultra De Gredos 2019,80 Km,,200,1 March 2019,30 August 2019,85€,http://www.ultratrailgredos.com,21 September 2019,04:00,Arenas,Ávila,81.7km,4690m,4700m,6,18:30,http://www.ultratrailgredos.com,https://tracedetrail.fr/en/trace/itra/82555,/orga_pic/logo_med1662.png,,https://itra.run/calend.php?ide=1662&mode=getEvt&id=1662&annee=2019&idc=2807
Ultra De Gredos 2019,Etapa 1,,200,1 March 2019,30 August 2019,,http://www.ultratrailgredos.com,21 September 2019,04:00,Arenas,Ávila,53.9km,3990m,2730m,4,,http://www.ultratrailgredos.com,https://tracedetrail.fr/en/trace/itra/82556,/orga_pic/logo_med1662.png,,https://itra.run/calend.php?ide=1662&mode=getEvt&id=1662&annee=2019&idc=8311
Ultra De Gredos 2019,Maratón De Los Galayos,,300,1 March 2019,30 August 2019,,http://www.ultratrailgredos.com,21 September 2019,08:00,Arenas,Ávila,41.2km,2230m,2230m,2,09:00,http://www.ultratrailgredos.com,https://tracedetrail.fr/en/trace/itra/82559,/orga_pic/logo_med1662.png,,https://itra.run/calend.php?ide=1662&mode=getEvt&id=1662&annee=2019&idc=2808
Ultra De Gredos 2019,Etapa2,,200,1 March 2019,30 August 2019,,http://www.ultratrailgredos.com,21 September 2019,16:00,San,Ávila,25.3km,820m,2080m,1,,http://www.ultratrailgredos.com,https://tracedetrail.fr/en/trace/itra/82558,/orga_pic/logo_med1662.png,,https://itra.run/calend.php?ide=1662&mode=getEvt&id=1662&annee=2019&idc=8519
Ultra Mazury 2019,Mazury Ultra-Trail®,"ULTRA MAZURY 2019 odbędą się 21.09.2019!Miejsce: Hotel Anders, Stare Jabłonki​, Stare JabłonkiDystanse:U10 - 10,4 kmU30 - 36,7 kmU70 - 70 km (3 pkt. ITRA)U100 - 102 km (4 pkt. ITRA)oraz biegi dla dzieci",200,20 January 2019,16 August 2019,"• 140,00 PLN do 31.03.2019
• 160,00 PLN płatne od 01.04.2019 do 16.08.2019
• Nie będą prowadzone zapisy w Biurze Zawodów",https://zapisy.sts-timing.pl/391/,21 September 2019,03:00,Stare,Pologne,100.3km,2210m,2210m,6,18:00,https://ultra.mazury.pl,https://tracedetrail.fr/en/trace/itra/78737,/orga_pic/logo_med2815.png,,https://itra.run/calend.php?ide=2815&mode=getEvt&id=2815&annee=2019&idc=9735
Ultra Mazury 2019,U70,"ULTRA MAZURY 2019 odbędą się 21.09.2019!Miejsce: Hotel Anders, Stare Jabłonki​, Stare JabłonkiDystanse:U10 - 10,4 kmU30 - 36,7 kmU70 - 70 km (3 pkt. ITRA)U100 - 102 km (4 pkt. ITRA)oraz biegi dla dzieci",250,20 January 2019,16 August 2019,"• 100,00 PLN płatne do 31.03.2019
• 120,00 PLN płatne od 01.04.2019 do 16.08.2019
• Nie będą prowadzone zapisy w Biurze Zawodów",https://zapisy.sts-timing.pl/391/,21 September 2019,06:00,Stare,Pologne,70.6km,1560m,1560m,5,18:00,https://ultra.mazury.pl,https://tracedetrail.fr/en/trace/itra/78736,/orga_pic/logo_med2815.png,,https://itra.run/calend.php?ide=2815&mode=getEvt&id=2815&annee=2019&idc=5767
Ultra Mazury 2019,U30,"ULTRA MAZURY 2019 odbędą się 21.09.2019!Miejsce: Hotel Anders, Stare Jabłonki​, Stare JabłonkiDystanse:U10 - 10,4 kmU30 - 36,7 kmU70 - 70 km (3 pkt. ITRA)U100 - 102 km (4 pkt. ITRA)oraz biegi dla dzieci",300,20 January 2019,16 August 2019,"• 80,00 PLN płatne do 31.03.2019
• 100,00 PLN płatne od 01.04.2019 do 16.08.2019
• Nie będą prowadzone zapisy w Biurze Zawodów",https://zapisy.sts-timing.pl/391/,21 September 2019,09:00,Stare,Pologne,37.7km,720m,720m,2,15:00,https://ultra.mazury.pl,https://tracedetrail.fr/en/trace/itra/78735,/orga_pic/logo_med2815.png,,https://itra.run/calend.php?ide=2815&mode=getEvt&id=2815&annee=2019&idc=14471
Ultra Mazury 2019,U10,,300,20 January 2019,16 August 2019,"• 60,00 PLN płatne do 31.03.2019
• 80,00 PLN płatne od 01.04.2019 do 16.08.2019
• 100,00 PLN płatne w dniu 20.09.2019 w Biurze Zawodów",https://zapisy.sts-timing.pl/391/,21 September 2019,10:00,Stare,Pologne,10.4km,210m,210m,1,12:00,https://ultra.mazury.pl,https://tracedetrail.fr/en/trace/itra/78648,/orga_pic/logo_med2815.png,,https://itra.run/calend.php?ide=2815&mode=getEvt&id=2815&annee=2019&idc=8965
Whistler Alpine Meadows 2019,175K,,300,4 January 2019,,,,21 September 2019,10:00,Whistler,Canada,173.4km,10120m,10120m,10,48:00,http://www.trailseries.ca/race/whistler-alpine-meadows/,https://tracedetrail.fr/en/trace/itra/83404,,,https://itra.run/calend.php?ide=3119&mode=getEvt&id=3119&annee=2019&idc=17477
Whistler Alpine Meadows 2019,110K,,300,4 January 2019,,250,,21 September 2019,04:00,"Whistler,",Canada,105.8km,5860m,5860m,6,30:00,http://www.trailseries.ca/race/whistler-alpine-meadows/,https://tracedetrail.fr/en/trace/itra/77265,,,https://itra.run/calend.php?ide=3119&mode=getEvt&id=3119&annee=2019&idc=14461
Whistler Alpine Meadows 2019,55K,,300,3 December 2018,14 September 2019,$150 early / $200 regular,http://www.trailseries.ca/race/whistler-alpine-meadows/,21 September 2019,00:00,"Whistler,",Canada,54.5km,2730m,2700m,4,12:30,http://www.trailseries.ca/race/whistler-alpine-meadows/,,,,https://itra.run/calend.php?ide=3119&mode=getEvt&id=3119&annee=2019&idc=6601
Whistler Alpine Meadows 2019,25K,,,3 December 2018,14 September 2019,$75 early / $100 regular,http://www.trailseries.ca/race/whistler-alpine-meadows/,21 September 2019,00:00,"Whistler,",Canada,23.5km,740m,740m,3,06:35,http://www.trailseries.ca/race/whistler-alpine-meadows/,,,,https://itra.run/calend.php?ide=3119&mode=getEvt&id=3119&annee=2019&idc=6603
Whistler Alpine Meadows 2019,Ascent,,100,4 January 2019,,$65 / $90,,21 September 2019,12:00,WHISTLER,Canada,13.5km,1730m,150m,N/A,05:30,http://www.trailseries.ca/race/whistler-alpine-meadows/,https://tracedetrail.fr/en/trace/itra/83405,,,https://itra.run/calend.php?ide=3119&mode=getEvt&id=3119&annee=2019&idc=17479
X Trail Corrèze Dordogne 2019,X Trail Corrèze Dordogne,"un ultra entre vallées, torrents et mémoires (châteaux, ruines, villages anciens)... 103 km dans les montagnes russes corréziennes pour 4200 m de D+ dans un cadre incroyable, avec en prime l'accueil corrézien et un traceur VIP : Thierry Breuil !",300,7 December 2018,20 September 2019,"65 € avant le 01/07/2018
72 € avant le 01/09/2018
80 € à partir du 1/09/2018",http://xtrail-correze-dordogne.com/,21 September 2019,02:00,argentat,France,102.9km,4070m,4070m,6,20:00,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75344,,https://itra.run/orga_pic/p_9689_1.jpg,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=9689
X Trail Corrèze Dordogne 2019,X Trail Corrèze Dordogne Relay,"L'épreuve reine du X trail : le 103 bornes, ouvert à tous ou presque, en relais de 2 ou 4. L'occasion de découvrir tous les sites emblématique de la grande course limousine... sans en parcourir la totalité !",2,7 December 2018,20 September 2019,"relais à 2 : 40, 45 ou 50 € selon date d'inscription
relais à 4 : 25, 28 ou 32 € selon date d'inscription",http://xtrail-correze-dordogne.com/,21 September 2019,02:00,Argentat,France,102.9km,4070m,4070m,6,16:00,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75345,,https://itra.run/orga_pic/p_17119_1.jpg,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=17119
X Trail Corrèze Dordogne 2019,Trail Des Tours Par Équipes,le trail sport individuel.. par équipes ! un 48 bornes casse-pattes dans un cadre magnifique à faire par équipes de 3 à 5... qui restent ensemble tout le parcours !,400,7 December 2018,21 September 2019,"40 € avant le 1/7/2018
45 € avant le 1/9/2018
50 € à partir du 1/9/2018",http://xtrail-correze-dordogne.com/,21 September 2019,09:00,saint,France,47.7km,1840m,2130m,4,11:00,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75347,,https://itra.run/orga_pic/p_10873_1.jpg,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=10873
X Trail Corrèze Dordogne 2019,Trail Des Tours,"Un trail très technique avec monotraces exigeantes et succession de montées cassantes, le tout dans un cadre sauvage et moyenâgeux incroyable ! ",400,7 December 2018,21 September 2019,"40 € avant le 01/07/2018
45 € avant le 01/09/2018
50 € à partir du 1/09/2018",http://xtrail-correze-dordogne.com/,21 September 2019,09:00,saint,France,47.7km,1840m,2130m,3,11:00,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75346,,https://itra.run/orga_pic/p_9691_1.jpg,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=9691
X Trail Corrèze Dordogne 2019,Balcons De La Dordogne Par Équipe,un 26 km pêchu à accomplir par équipes de 3 à 5... à courir et à finir ensemble pour être classés ! 850 de D+ et des points de vue époustouflants sur la vallée de la Dordogne.,500,30 November 2018,21 September 2019,"22 € avant le 1/7/2018
24 € avant le 1/9/2018
27 €  à partir du 1/9/2018",http://xtrail-correze-dordogne.com/,21 September 2019,14:30,argentat,France,25.8km,790m,790m,2,05:30,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75348,,,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=10879
X Trail Corrèze Dordogne 2019,Les Balcons De La Dordogne,"26 km, 3 points de vue époustouflants, que du single ou presque. Une ""balade"" de part et d'autre des gorges de la Dordogne. Parrainé et tracé par Thierry Breuil",600,7 December 2018,21 September 2019,"22 € avant le 1/7/2018
24 € avant le 1/9/2018
27 € à partir du 1/09/2018",http://xtrail-correze-dordogne.com/,21 September 2019,14:30,argentat,France,25.8km,790m,790m,2,05:30,http://xtrail-correze-dordogne.com/,https://tracedetrail.fr/en/trace/itra/75349,,https://itra.run/orga_pic/p_9693_1.jpg,https://itra.run/calend.php?ide=4275&mode=getEvt&id=4275&annee=2019&idc=9693
A Capicursina 2019,A Capicursina,"course de montagne de 25km pour 2000m+ particularité : 2 montées de 1000m+ un terrain technique avec une vue sur le versant est et ouest du cap corse ! 
Description in English
25km mountain run for 2000m +particularity: 2 climbs of 1000m +a technical ground with a view on the east and west slope of Corsican Cape!",100,2 September 2019,22 September 2018,20€,https://krono.corsica/,22 September 2019,08:30,figarella,France,26.1km,2010m,2010m,4,06:30,https://www.facebook.com/acapicursina/,https://tracedetrail.fr/en/trace/itra/71277,,https://itra.run/orga_pic/p_16385_2.jpg,https://itra.run/calend.php?ide=6651&mode=getEvt&id=6651&annee=2019&idc=16385
Alésia Trail 2019,Vercingetorix,,300,31 March 2019,15 September 2019,35€ puis 40€ à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=2,22 September 2019,08:30,Alise-Sainte-Reine,France,52.3km,1560m,1560m,5,,http://www.alesiatrail.com/,https://tracedetrail.fr/en/trace/itra/81820,,https://itra.run/orga_pic/p_3968_2.jpg,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=3968
Alésia Trail 2019,Mandubienne,La Mandubienne présente un parcours ludique et exigeant de 35.7 km et 1330 D+ sur chemins et sentiers à travers les célèbres paysages du pays d'Alesia.,400,31 March 2019,15 September 2019,30€ puis 35€ à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=3,29 September 2019,09:15,Alise-Sainte-Reine,France,35.6km,1090m,1090m,4,,http://www.alesiatrail.com/,https://tracedetrail.fr/en/trace/itra/81819,,,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=3974
